t,symbol,res,r,velocity,zscore,signal
2026-01-22 11:50:00+00:00,NZDUSD=X,LOSS,-1.0,0.43510269305143595,2.5522909990960105,1.4502
2026-01-22 11:55:00+00:00,NZDUSD=X,WIN,2.5,0.37536548275862447,1.982703869867013,1.1415
2026-01-22 12:00:00+00:00,NZDUSD=X,WIN,2.5,0.3323315594815082,2.2351156004294475,1.2505
2026-01-22 12:05:00+00:00,NZDUSD=X,WIN,2.5,0.29587239178458813,2.0841607338096013,1.1604
2026-01-22 12:10:00+00:00,NZDUSD=X,WIN,2.5,0.27831242829286895,2.1532908173101477,1.188
2026-01-22 12:15:00+00:00,NZDUSD=X,WIN,2.5,0.2776947696471499,2.108940787081339,1.1655
2026-01-22 12:20:00+00:00,NZDUSD=X,WIN,2.5,0.2764837655639721,2.2144816843617328,1.2178
2026-01-22 12:25:00+00:00,NZDUSD=X,WIN,2.5,0.2741122228510973,2.113422243220561,1.1664
2026-01-22 12:30:00+00:00,NZDUSD=X,LOSS,-1.0,0.2779820992048689,2.066941778660616,1.1447
2026-01-22 13:15:00+00:00,NZDUSD=X,WIN,2.5,0.18519182812935156,2.0650039722741598,1.1066
2026-01-22 13:20:00+00:00,NZDUSD=X,LOSS,-1.0,0.2279775309740123,2.060619289755157,1.1215
2026-01-22 13:30:00+00:00,NZDUSD=X,WIN,2.5,0.2435661475551264,2.138370686344663,1.1666
2026-01-22 13:35:00+00:00,NZDUSD=X,WIN,2.5,0.2660276792913935,2.0136466655891128,1.1132
2026-01-22 16:20:00+00:00,NZDUSD=X,LOSS,-1.0,0.3475452234800388,1.9585960060538095,1.1183
2026-01-22 21:40:00+00:00,NZDUSD=X,WIN,2.5,0.4639586480437671,1.9301844560765031,1.1507
2026-01-22 21:45:00+00:00,NZDUSD=X,WIN,2.5,0.4211147820960941,2.49075756205251,1.4138
2026-01-22 21:50:00+00:00,NZDUSD=X,WIN,2.5,0.4827436315251113,2.440732586008007,1.4135
2026-01-22 21:55:00+00:00,NZDUSD=X,LOSS,-1.0,0.5365921607451672,2.742572988492142,1.5859
2026-01-22 22:00:00+00:00,NZDUSD=X,LOSS,-1.0,0.6102393980671953,2.5076977239479197,1.4979
2026-01-22 22:05:00+00:00,NZDUSD=X,LOSS,-1.0,0.6969574134788898,2.4299091645444357,1.4937
2026-01-22 22:10:00+00:00,NZDUSD=X,LOSS,-1.0,0.7684255281483154,2.3866306607530903,1.5007
2026-01-22 22:15:00+00:00,NZDUSD=X,LOSS,-1.0,0.8209574424938386,2.345601610653584,1.5012
2026-01-22 22:20:00+00:00,NZDUSD=X,LOSS,-1.0,0.8785313596035015,2.236749824691292,1.4698
2026-01-22 22:25:00+00:00,NZDUSD=X,LOSS,-1.0,0.918583416941144,2.135914077976062,1.4354
2026-01-22 22:30:00+00:00,NZDUSD=X,LOSS,-1.0,0.9068521834388158,2.009350056587114,1.3674
2026-01-22 22:35:00+00:00,NZDUSD=X,LOSS,-1.0,0.7782862321338512,1.8275275146851218,1.2251
2026-01-22 22:40:00+00:00,NZDUSD=X,LOSS,-1.0,0.681447566605634,1.6903184097276345,1.1177
2026-01-23 08:00:00+00:00,NZDUSD=X,WIN,2.5,-0.20934075607208147,-2.113043146604342,1.1403
2026-01-23 08:05:00+00:00,NZDUSD=X,LOSS,-1.0,-0.24891820412483437,-2.257499570866722,1.2283
2026-01-23 08:10:00+00:00,NZDUSD=X,LOSS,-1.0,-0.2865384395843392,-2.1464537344903327,1.1878
2026-01-23 08:15:00+00:00,NZDUSD=X,LOSS,-1.0,-0.31420848992091144,-2.1248872548283906,1.1881
2026-01-23 08:25:00+00:00,NZDUSD=X,LOSS,-1.0,-0.31498653210818794,-2.452803126173454,1.3524
2026-01-23 08:30:00+00:00,NZDUSD=X,LOSS,-1.0,-0.3245230522214123,-1.9708328877620458,1.1152
2026-01-23 10:00:00+00:00,NZDUSD=X,LOSS,-1.0,-0.07057790250947682,-2.4785462461649512,1.2675
2026-01-23 10:05:00+00:00,NZDUSD=X,LOSS,-1.0,-0.18676698881366027,-2.8176488198107643,1.4835
2026-01-23 10:10:00+00:00,NZDUSD=X,LOSS,-1.0,-0.29864035949089485,-2.7713287427115403,1.5051
2026-01-23 10:15:00+00:00,NZDUSD=X,LOSS,-1.0,-0.37459366576167963,-2.518017248007065,1.4088
2026-01-23 15:20:00+00:00,NZDUSD=X,LOSS,-1.0,0.4056994045174986,1.9357371104852577,1.1301
2026-01-23 15:55:00+00:00,NZDUSD=X,LOSS,-1.0,0.41666411623327826,2.1124213754176813,1.2229
2026-01-23 16:00:00+00:00,NZDUSD=X,LOSS,-1.0,0.44752307894508175,2.0601260323355692,1.2091
2026-01-23 16:25:00+00:00,NZDUSD=X,WIN,2.5,0.2168952563477311,2.061564528497201,1.1175
2026-01-23 16:30:00+00:00,NZDUSD=X,WIN,2.5,0.2317544478156029,2.3358481176930224,1.2606
2026-01-23 16:35:00+00:00,NZDUSD=X,WIN,2.5,0.2587656134086971,2.2208026806088275,1.2139
2026-01-23 16:40:00+00:00,NZDUSD=X,WIN,2.5,0.3066774218066177,2.324967023977846,1.2852
2026-01-23 16:45:00+00:00,NZDUSD=X,LOSS,-1.0,0.34484840788268256,2.5051861650095524,1.3905
2026-01-23 17:00:00+00:00,NZDUSD=X,WIN,2.5,0.34765165771631523,2.0175491572305386,1.1478
2026-01-23 17:05:00+00:00,NZDUSD=X,WIN,2.5,0.370112421943999,2.0765986567342556,1.1863
2026-01-23 17:10:00+00:00,NZDUSD=X,WIN,2.5,0.38390405421126556,2.3378177804707865,1.3225
2026-01-23 17:15:00+00:00,NZDUSD=X,WIN,2.5,0.3874258101574181,2.0398347874856277,1.1749
2026-01-23 17:20:00+00:00,NZDUSD=X,WIN,2.5,0.39066434799716226,2.2135756691332586,1.2631
2026-01-23 17:25:00+00:00,NZDUSD=X,LOSS,-1.0,0.4052557605673645,2.35803158449151,1.3411
2026-01-23 17:30:00+00:00,NZDUSD=X,LOSS,-1.0,0.39782527072394663,2.075150544962053,1.1967
2026-01-23 17:35:00+00:00,NZDUSD=X,LOSS,-1.0,0.4172106443671112,1.916742614996361,1.1253
2026-01-26 00:35:00+00:00,NZDUSD=X,LOSS,-1.0,0.3049602392007544,2.0715194763893723,1.1577
2026-01-26 00:55:00+00:00,NZDUSD=X,LOSS,-1.0,0.40407846445073553,1.886619694627381,1.1049
2026-01-26 08:25:00+00:00,NZDUSD=X,WIN,2.5,0.09285262102778302,2.4498570473908687,1.2621
2026-01-26 08:30:00+00:00,NZDUSD=X,LOSS,-1.0,0.15870670762343939,3.5562086312219634,1.8416
2026-01-26 08:35:00+00:00,NZDUSD=X,WIN,2.5,0.1899925287830163,3.0610810348759996,1.6065
2026-01-26 08:40:00+00:00,NZDUSD=X,WIN,2.5,0.18866822047295395,2.2215100509126073,1.1862
2026-01-26 08:45:00+00:00,NZDUSD=X,WIN,2.5,0.21963223532323184,3.3829679058412268,1.7793
2026-01-26 08:50:00+00:00,NZDUSD=X,WIN,2.5,0.26315638338252545,3.2442335440568564,1.7274
2026-01-26 08:55:00+00:00,NZDUSD=X,WIN,2.5,0.303866421615861,3.0244826806228153,1.6338
2026-01-26 09:00:00+00:00,NZDUSD=X,LOSS,-1.0,0.33102663411166444,3.4072512257581216,1.836
2026-01-26 09:05:00+00:00,NZDUSD=X,LOSS,-1.0,0.38337942863791985,3.3179784651990896,1.8123
2026-01-26 09:10:00+00:00,NZDUSD=X,LOSS,-1.0,0.41807423269717203,2.916547292436498,1.6255
2026-01-26 09:15:00+00:00,NZDUSD=X,WIN,2.5,0.40530466775990776,2.479464413372446,1.4019
2026-01-26 09:20:00+00:00,NZDUSD=X,LOSS,-1.0,0.40589635792409495,2.9382008277084637,1.6315
2026-01-26 09:25:00+00:00,NZDUSD=X,LOSS,-1.0,0.4078850568336805,2.954859430739129,1.6406
2026-01-26 09:30:00+00:00,NZDUSD=X,LOSS,-1.0,0.39014156383012627,2.6060069184457375,1.4591
2026-01-26 09:35:00+00:00,NZDUSD=X,WIN,2.5,0.3327221546899273,2.1351854080869686,1.2007
2026-01-26 09:40:00+00:00,NZDUSD=X,LOSS,-1.0,0.28431417785755025,2.5681852972825046,1.3978
2026-01-26 10:05:00+00:00,NZDUSD=X,LOSS,-1.0,0.07485461781927354,2.409031806452536,1.2345
2026-01-26 14:30:00+00:00,NZDUSD=X,WIN,2.5,0.4878841911343659,1.957257538784578,1.1738
2026-01-26 14:35:00+00:00,NZDUSD=X,WIN,2.5,0.5746863220727698,2.308484799779161,1.3841
2026-01-26 14:40:00+00:00,NZDUSD=X,WIN,2.5,0.602528708276444,2.8948084835183496,1.6884
2026-01-26 14:45:00+00:00,NZDUSD=X,WIN,2.5,0.6537380485676179,3.0042757168507146,1.7636
2026-01-26 14:50:00+00:00,NZDUSD=X,WIN,2.5,0.727663077461691,2.7397432078098665,1.6609
2026-01-26 14:55:00+00:00,NZDUSD=X,WIN,2.5,0.7433124042356237,2.9888449987415555,1.7917
2026-01-26 15:00:00+00:00,NZDUSD=X,WIN,2.5,0.818516494888468,2.7779219628640237,1.7164
2026-01-26 15:05:00+00:00,NZDUSD=X,LOSS,-1.0,0.8398247939074867,2.856742458400831,1.7643
2026-01-26 15:10:00+00:00,NZDUSD=X,LOSS,-1.0,0.8613138627782071,2.7904472638286135,1.7397
2026-01-26 15:15:00+00:00,NZDUSD=X,WIN,2.5,0.7421326297991324,2.151390406568403,1.3725
2026-01-26 15:20:00+00:00,NZDUSD=X,WIN,2.5,0.682670691206395,2.3466044420359435,1.4464
2026-01-26 15:25:00+00:00,NZDUSD=X,WIN,2.5,0.6324134222627218,2.000063496499394,1.253
2026-01-26 15:30:00+00:00,NZDUSD=X,WIN,2.5,0.6035974854319285,1.8975165811760974,1.1902
2026-01-26 15:35:00+00:00,NZDUSD=X,WIN,2.5,0.5405963241146392,2.1317609029191997,1.2821
2026-01-26 15:40:00+00:00,NZDUSD=X,WIN,2.5,0.4859460611371306,1.9380487500011252,1.1634
2026-01-26 15:45:00+00:00,NZDUSD=X,WIN,2.5,0.4212613468958673,2.273340243755441,1.3052
2026-01-26 15:50:00+00:00,NZDUSD=X,WIN,2.5,0.384584853976538,2.2228749277613775,1.2653
2026-01-26 15:55:00+00:00,NZDUSD=X,LOSS,-1.0,0.3384730903919436,2.5962394642351128,1.4335
2026-01-26 16:00:00+00:00,NZDUSD=X,LOSS,-1.0,0.341542465373257,2.625276072386866,1.4493
2026-01-26 16:05:00+00:00,NZDUSD=X,LOSS,-1.0,0.27204770464406547,2.08229552869112,1.15
2026-01-27 08:20:00+00:00,NZDUSD=X,LOSS,-1.0,-0.20203558036635152,-2.8820216971868637,1.5218
2026-01-27 08:25:00+00:00,NZDUSD=X,LOSS,-1.0,-0.26980271038155557,-2.831706429059288,1.5238
2026-01-27 08:30:00+00:00,NZDUSD=X,LOSS,-1.0,-0.33498876724204907,-3.1348959943459422,1.7014
2026-01-27 08:35:00+00:00,NZDUSD=X,LOSS,-1.0,-0.43585638337027005,-2.9666224868411954,1.6577
2026-01-27 08:40:00+00:00,NZDUSD=X,LOSS,-1.0,-0.49508143560808643,-2.572131253447856,1.4841
2026-01-27 08:45:00+00:00,NZDUSD=X,LOSS,-1.0,-0.4961323724894288,-1.8941280070174848,1.1455
2026-01-27 08:50:00+00:00,NZDUSD=X,LOSS,-1.0,-0.5252070391224927,-1.909880478786962,1.165
2026-01-27 09:00:00+00:00,NZDUSD=X,LOSS,-1.0,-0.5576469447820469,-1.7889404099156265,1.1175
2026-01-27 10:55:00+00:00,NZDUSD=X,WIN,2.5,0.4128081081199577,1.9597377394063062,1.145
2026-01-27 11:00:00+00:00,NZDUSD=X,WIN,2.5,0.43007524119071844,2.0214686082743274,1.1828
2026-01-27 11:05:00+00:00,NZDUSD=X,WIN,2.5,0.4259789915432188,2.1188638546539322,1.2298
2026-01-27 11:10:00+00:00,NZDUSD=X,WIN,2.5,0.44240361618112123,2.207706524551967,1.2808
2026-01-27 11:15:00+00:00,NZDUSD=X,WIN,2.5,0.44506135977298467,1.9709269063655785,1.1635
2026-01-27 11:20:00+00:00,NZDUSD=X,WIN,2.5,0.44362728100772125,1.9598323896366956,1.1574
2026-01-27 11:55:00+00:00,NZDUSD=X,WIN,2.5,0.3284119241070631,2.210038297456191,1.2364
2026-01-27 12:00:00+00:00,NZDUSD=X,WIN,2.5,0.34380761633237056,2.0984220794122277,1.1867
2026-01-27 12:05:00+00:00,NZDUSD=X,WIN,2.5,0.324514855892738,2.3839353243839354,1.3218
2026-01-27 12:10:00+00:00,NZDUSD=X,WIN,2.5,0.3203473298370068,2.769260108779575,1.5128
2026-01-27 12:15:00+00:00,NZDUSD=X,WIN,2.5,0.37209627166776527,2.782351327241046,1.54
2026-01-27 12:20:00+00:00,NZDUSD=X,WIN,2.5,0.42310668650876937,2.6004197408532046,1.4695
2026-01-27 12:25:00+00:00,NZDUSD=X,WIN,2.5,0.48140100768639765,2.5317202923355193,1.4584
2026-01-27 12:30:00+00:00,NZDUSD=X,WIN,2.5,0.5128554890563919,2.339808205810176,1.375
2026-01-27 12:35:00+00:00,NZDUSD=X,WIN,2.5,0.5271874481701563,2.0873350715792545,1.2545
2026-01-27 12:40:00+00:00,NZDUSD=X,WIN,2.5,0.5438604426189725,2.231993206010293,1.3335
2026-01-27 12:45:00+00:00,NZDUSD=X,WIN,2.5,0.5438581545619867,2.1986093284199777,1.3168
2026-01-27 12:50:00+00:00,NZDUSD=X,LOSS,-1.0,0.5479971543257931,2.5027517241089097,1.4706
2026-01-27 12:55:00+00:00,NZDUSD=X,LOSS,-1.0,0.5770698697326496,2.2176869934277463,1.3397
2026-01-27 13:00:00+00:00,NZDUSD=X,LOSS,-1.0,0.6127130186509449,2.2173109368710167,1.3537
2026-01-27 13:05:00+00:00,NZDUSD=X,LOSS,-1.0,0.5524815440421451,1.9040786814806523,1.173
2026-01-27 13:15:00+00:00,NZDUSD=X,LOSS,-1.0,0.4907999872929154,1.853499119320165,1.1231
2026-01-27 20:45:00+00:00,NZDUSD=X,WIN,2.5,0.20392294652536572,2.869524320928274,1.5163
2026-01-27 20:50:00+00:00,NZDUSD=X,LOSS,-1.0,0.29562894348973384,3.378157021421068,1.8073
2026-01-27 20:55:00+00:00,NZDUSD=X,LOSS,-1.0,0.33771126237498766,2.862801159442968,1.5665
2026-01-27 21:00:00+00:00,NZDUSD=X,WIN,2.5,0.40804911423306156,2.5984557053531665,1.4624
2026-01-27 21:05:00+00:00,NZDUSD=X,LOSS,-1.0,0.45124659615813567,2.633785306040837,1.4974
2026-01-27 21:10:00+00:00,NZDUSD=X,LOSS,-1.0,0.4678869488724829,2.4643460840739566,1.4193
2026-01-27 21:15:00+00:00,NZDUSD=X,LOSS,-1.0,0.5018483530846518,2.4207264830637545,1.4111
2026-01-27 21:20:00+00:00,NZDUSD=X,WIN,2.5,0.4858069591413448,1.9871880085961464,1.1879
2026-01-27 21:25:00+00:00,NZDUSD=X,LOSS,-1.0,0.4704131953279873,2.268641821054343,1.3225
2026-01-27 21:30:00+00:00,NZDUSD=X,LOSS,-1.0,0.492767944931179,2.143727779370201,1.269
2026-01-27 21:35:00+00:00,NZDUSD=X,LOSS,-1.0,0.4651723950990783,2.2758726407817305,1.324
2026-01-27 21:40:00+00:00,NZDUSD=X,LOSS,-1.0,0.4677298507440867,2.1248404654038877,1.2495
2026-01-27 21:45:00+00:00,NZDUSD=X,LOSS,-1.0,0.4564720713903204,2.0978199744495623,1.2315
2026-01-27 21:50:00+00:00,NZDUSD=X,LOSS,-1.0,0.4428815946610632,2.239335661185948,1.2968
2026-01-27 21:55:00+00:00,NZDUSD=X,LOSS,-1.0,0.41511245357933296,2.018552674743251,1.1753
2026-01-28 07:10:00+00:00,NZDUSD=X,WIN,2.5,0.1833432257882141,2.239231998844624,1.193
2026-01-28 07:15:00+00:00,NZDUSD=X,LOSS,-1.0,0.20198391996804585,2.402466617654334,1.282
2026-01-28 07:20:00+00:00,NZDUSD=X,LOSS,-1.0,0.2311779676994929,2.148705753512036,1.1668
2026-01-28 14:40:00+00:00,NZDUSD=X,LOSS,-1.0,0.24628849975494438,2.082012786843335,1.1395
2026-01-28 14:45:00+00:00,NZDUSD=X,LOSS,-1.0,0.32272548594076,2.0123450645102445,1.1353
2026-01-28 15:00:00+00:00,NZDUSD=X,LOSS,-1.0,0.2995821358349825,2.0566179031928877,1.1481
2026-01-28 19:00:00+00:00,NZDUSD=X,LOSS,-1.0,-0.14938585636013754,-2.33136043143329,1.2254
2026-01-28 19:55:00+00:00,NZDUSD=X,WIN,2.5,0.10922574738904521,3.121265115176081,1.6043
2026-01-28 20:00:00+00:00,NZDUSD=X,LOSS,-1.0,0.19650173610894395,3.4643557006086927,1.8108
2026-01-28 20:05:00+00:00,NZDUSD=X,WIN,2.5,0.23576572274291102,2.034902272265499,1.1118
2026-01-28 20:15:00+00:00,NZDUSD=X,WIN,2.5,0.29014090923091057,1.9814081236629215,1.1068
2026-01-28 20:20:00+00:00,NZDUSD=X,WIN,2.5,0.3218026441717253,2.426907671445248,1.3422
2026-01-28 20:25:00+00:00,NZDUSD=X,WIN,2.5,0.3467190047204997,2.9793638968369973,1.6284
2026-01-28 20:30:00+00:00,NZDUSD=X,WIN,2.5,0.38439141463688636,3.1858099787623217,1.7467
2026-01-28 20:35:00+00:00,NZDUSD=X,WIN,2.5,0.4071723041005005,3.020214280472522,1.673
2026-01-28 20:40:00+00:00,NZDUSD=X,WIN,2.5,0.4068181423615934,2.722143293512461,1.5238
2026-01-28 20:45:00+00:00,NZDUSD=X,WIN,2.5,0.43895635196637417,2.7664355613792373,1.5588
2026-01-28 20:50:00+00:00,NZDUSD=X,WIN,2.5,0.4546971544865098,2.793154463444957,1.5785
2026-01-28 20:55:00+00:00,NZDUSD=X,WIN,2.5,0.4709332850065535,2.4431405359283187,1.4099
2026-01-28 21:00:00+00:00,NZDUSD=X,WIN,2.5,0.44746488568923537,2.134109281162796,1.246
2026-01-28 21:05:00+00:00,NZDUSD=X,WIN,2.5,0.37658919832500687,2.849714903012708,1.5755
2026-01-28 21:10:00+00:00,NZDUSD=X,WIN,2.5,0.3618939573315772,2.7480232133344447,1.5188
2026-01-28 21:15:00+00:00,NZDUSD=X,WIN,2.5,0.3728096274675845,2.617969715844652,1.4581
2026-01-28 21:20:00+00:00,NZDUSD=X,WIN,2.5,0.35054365795904957,2.3538127984870756,1.3171
2026-01-28 21:25:00+00:00,NZDUSD=X,WIN,2.5,0.35253680718102026,2.232562657447438,1.2573
2026-01-28 21:30:00+00:00,NZDUSD=X,WIN,2.5,0.34851231036356217,2.232233389816436,1.2555
2026-01-28 21:35:00+00:00,NZDUSD=X,WIN,2.5,0.37037630186665355,2.129270693879441,1.2128
2026-01-28 21:40:00+00:00,NZDUSD=X,WIN,2.5,0.3967728358290869,1.9356026031062938,1.1265
2026-01-28 21:45:00+00:00,NZDUSD=X,LOSS,-1.0,0.3686446349801461,2.1893806691818956,1.2421
2026-01-28 21:50:00+00:00,NZDUSD=X,LOSS,-1.0,0.3496196114422391,2.0874031956318744,1.1835
2026-01-28 21:55:00+00:00,NZDUSD=X,LOSS,-1.0,0.3286024928275157,2.090114782865385,1.1765
2026-01-29 03:10:00+00:00,NZDUSD=X,WIN,2.5,0.5302888674559764,1.9597427234311733,1.192
2026-01-29 03:15:00+00:00,NZDUSD=X,WIN,2.5,0.5884471814565486,1.8833549625654982,1.1771
2026-01-29 03:20:00+00:00,NZDUSD=X,WIN,2.5,0.6519425256675535,1.904103138816412,1.2128
2026-01-29 03:25:00+00:00,NZDUSD=X,WIN,2.5,0.6936980784346715,1.983690395863885,1.2693
2026-01-29 03:30:00+00:00,NZDUSD=X,WIN,2.5,0.6881703671870673,1.7522091627971437,1.1514
2026-01-29 03:35:00+00:00,NZDUSD=X,WIN,2.5,0.7163308182627052,1.8149952695129574,1.194
2026-01-29 03:40:00+00:00,NZDUSD=X,WIN,2.5,0.7115005387391652,2.040972614061119,1.3051
2026-01-29 03:45:00+00:00,NZDUSD=X,WIN,2.5,0.6987070304964629,1.9790453166678788,1.269
2026-01-29 03:50:00+00:00,NZDUSD=X,WIN,2.5,0.6798417199246073,2.1267970657210653,1.3353
2026-01-29 03:55:00+00:00,NZDUSD=X,WIN,2.5,0.5750627065271309,2.769139493241973,1.6146
2026-01-29 04:00:00+00:00,NZDUSD=X,WIN,2.5,0.5791689749196324,2.6234731197873664,1.5434
2026-01-29 04:05:00+00:00,NZDUSD=X,WIN,2.5,0.5786015351193197,2.843882957927898,1.6534
2026-01-29 04:10:00+00:00,NZDUSD=X,WIN,2.5,0.5969710231257803,2.677188645268513,1.5774
2026-01-29 04:15:00+00:00,NZDUSD=X,WIN,2.5,0.5663029915787446,2.6761694461731222,1.5646
2026-01-29 04:20:00+00:00,NZDUSD=X,WIN,2.5,0.5406711275420087,2.424884490167866,1.4287
2026-01-29 04:25:00+00:00,NZDUSD=X,WIN,2.5,0.5044432761070015,2.3916950250169258,1.3976
2026-01-29 04:30:00+00:00,NZDUSD=X,WIN,2.5,0.44718480934006494,2.506847018617884,1.4323
2026-01-29 04:35:00+00:00,NZDUSD=X,WIN,2.5,0.4200840336145036,2.4996268559214196,1.4178
2026-01-29 04:40:00+00:00,NZDUSD=X,LOSS,-1.0,0.39279894488078687,2.673763914062524,1.494
2026-01-29 04:45:00+00:00,NZDUSD=X,LOSS,-1.0,0.4139161076024323,2.588481131509857,1.4598
2026-01-29 04:50:00+00:00,NZDUSD=X,LOSS,-1.0,0.4710756857687726,2.473022878082819,1.4249
2026-01-29 04:55:00+00:00,NZDUSD=X,LOSS,-1.0,0.4872318672484055,2.577412151376515,1.4836
2026-01-29 05:00:00+00:00,NZDUSD=X,LOSS,-1.0,0.5087257325422662,2.5205867220207336,1.4638
2026-01-29 05:05:00+00:00,NZDUSD=X,LOSS,-1.0,0.5024242672364261,2.235892352087472,1.3189
2026-01-29 05:10:00+00:00,NZDUSD=X,LOSS,-1.0,0.4608444594785669,2.032976150507718,1.2008
2026-01-29 05:15:00+00:00,NZDUSD=X,LOSS,-1.0,0.41702056780961744,2.1301656239299196,1.2319
2026-01-29 11:00:00+00:00,NZDUSD=X,LOSS,-1.0,-0.39270884521654703,-1.8889503884978875,1.1016
2026-01-29 15:15:00+00:00,NZDUSD=X,LOSS,-1.0,-0.219507586182103,-3.7694761484039,1.9725
2026-01-29 15:20:00+00:00,NZDUSD=X,WIN,2.5,-0.2904908710644029,-2.875619732643136,1.554
2026-01-29 15:25:00+00:00,NZDUSD=X,LOSS,-1.0,-0.3778796266922547,-3.7359536858681968,2.0191
2026-01-29 15:30:00+00:00,NZDUSD=X,LOSS,-1.0,-0.45075060497811276,-3.0384413569397553,1.6995
2026-01-29 15:35:00+00:00,NZDUSD=X,LOSS,-1.0,-0.4950338321106499,-2.5739443917840252,1.485
2026-01-29 15:40:00+00:00,NZDUSD=X,LOSS,-1.0,-0.5550360671986114,-2.949913845937404,1.697
2026-01-29 15:45:00+00:00,NZDUSD=X,LOSS,-1.0,-0.5934183873496984,-2.75428252083342,1.6145
2026-01-29 15:50:00+00:00,NZDUSD=X,LOSS,-1.0,-0.6477369999366226,-2.6304368080275444,1.5743
2026-01-29 15:55:00+00:00,NZDUSD=X,LOSS,-1.0,-0.6493717547230333,-2.3214465251443688,1.4205
2026-01-29 16:00:00+00:00,NZDUSD=X,LOSS,-1.0,-0.6235652666567812,-1.871822073590684,1.1853
2026-01-30 01:00:00+00:00,NZDUSD=X,WIN,2.5,-0.5403122335185554,-2.0407469399039373,1.2365
2026-01-30 01:05:00+00:00,NZDUSD=X,WIN,2.5,-0.6073120037609672,-2.0492291032502776,1.2675
2026-01-30 01:10:00+00:00,NZDUSD=X,LOSS,-1.0,-0.616171467006675,-2.5334549286902575,1.5132
2026-01-30 01:20:00+00:00,NZDUSD=X,WIN,2.5,-0.5226849432485514,-1.7960991773629496,1.1071
2026-01-30 01:55:00+00:00,NZDUSD=X,WIN,2.5,-0.18136319399567738,-2.2559576499064002,1.2005
2026-01-30 02:00:00+00:00,NZDUSD=X,WIN,2.5,-0.1826119729858049,-2.708295393321993,1.4272
2026-01-30 02:05:00+00:00,NZDUSD=X,WIN,2.5,-0.20440300816477258,-2.6594272000829244,1.4115
2026-01-30 02:10:00+00:00,NZDUSD=X,WIN,2.5,-0.2019447366605438,-2.108409929439085,1.135
2026-01-30 02:15:00+00:00,NZDUSD=X,WIN,2.5,-0.2150500866305007,-2.453759146263092,1.3129
2026-01-30 02:20:00+00:00,NZDUSD=X,LOSS,-1.0,-0.23790407861475224,-3.186246862632234,1.6883
2026-01-30 02:25:00+00:00,NZDUSD=X,LOSS,-1.0,-0.25532459766987625,-2.571172445674941,1.3877
2026-01-30 02:30:00+00:00,NZDUSD=X,LOSS,-1.0,-0.28954874474499626,-2.5389158466019572,1.3853
2026-01-30 02:35:00+00:00,NZDUSD=X,LOSS,-1.0,-0.30045235319942204,-2.092686545736732,1.1665
2026-01-30 09:50:00+00:00,NZDUSD=X,WIN,2.5,-0.269376953087954,-2.7260857066848936,1.4708
2026-01-30 09:55:00+00:00,NZDUSD=X,LOSS,-1.0,-0.28470592847063314,-2.785478569085712,1.5066
2026-01-30 11:30:00+00:00,NZDUSD=X,WIN,2.5,0.42650767169330295,1.9271674949678994,1.1342
2026-01-30 11:35:00+00:00,NZDUSD=X,WIN,2.5,0.4103346704136747,2.233749061453218,1.281
2026-01-30 11:40:00+00:00,NZDUSD=X,WIN,2.5,0.42824768195454294,2.17907594670029,1.2608
2026-01-30 11:50:00+00:00,NZDUSD=X,WIN,2.5,0.32779689600885653,2.605384604748439,1.4338
2026-01-30 11:55:00+00:00,NZDUSD=X,LOSS,-1.0,0.35501665050458936,3.2455568324898696,1.7648
2026-01-30 12:00:00+00:00,NZDUSD=X,LOSS,-1.0,0.394242808390895,3.4209833008568586,1.8682
2026-01-30 12:05:00+00:00,NZDUSD=X,LOSS,-1.0,0.43387402168886574,3.010791080672621,1.6789
2026-01-30 12:10:00+00:00,NZDUSD=X,LOSS,-1.0,0.4737744342171152,3.1079038406100907,1.7435
2026-01-30 12:15:00+00:00,NZDUSD=X,LOSS,-1.0,0.4525743307138871,2.292913613808958,1.3275
2026-01-30 12:20:00+00:00,NZDUSD=X,LOSS,-1.0,0.4705696550065915,2.1275440975783626,1.252
2026-01-30 12:25:00+00:00,NZDUSD=X,LOSS,-1.0,0.45173852198175857,1.8569305317742588,1.1092
2026-02-02 19:00:00+00:00,NZDUSD=X,LOSS,-1.0,-0.14155346413293105,-5.579315254560065,2.0566
2026-02-02 19:05:00+00:00,NZDUSD=X,LOSS,-1.0,-0.2749697460098722,-4.824595584900042,2.11
2026-02-02 19:10:00+00:00,NZDUSD=X,LOSS,-1.0,-0.4127303992019011,-4.241313901786209,2.1651
2026-02-02 19:15:00+00:00,NZDUSD=X,LOSS,-1.0,-0.5485768654894808,-3.851054760631287,2.145
2026-02-02 19:20:00+00:00,NZDUSD=X,LOSS,-1.0,-0.6818124042564829,-3.526857673027242,2.0362
2026-02-02 19:25:00+00:00,NZDUSD=X,LOSS,-1.0,-0.8161474398763556,-3.237637227058249,1.9453
2026-02-02 19:30:00+00:00,NZDUSD=X,LOSS,-1.0,-0.94361668446588,-3.0274987275095016,1.8912
2026-02-02 19:35:00+00:00,NZDUSD=X,LOSS,-1.0,-1.0590448390195712,-2.8304625583521132,1.8388
2026-02-02 19:40:00+00:00,NZDUSD=X,LOSS,-1.0,-1.0440222528750227,-2.4007380752224505,1.618
2026-02-02 19:45:00+00:00,NZDUSD=X,LOSS,-1.0,-1.075275703941845,-2.3265467619328133,1.5934
